40.457536,-80.18813,50
40.4522886,-80.1727643,55
40.45017,-80.1678237,60
40.447145,-80.165753,65
40.4433177,-80.1610565,70
40.4386328,-80.1525914,75
40.4338577,-80.1432466,80
40.4308422,-80.1371365,85
40.4254173,-80.1239749,90
40.4251375,-80.1155179,95
40.4235,-80.1088,99
40.4229405,-80.1058995,100
40.42261,-80.10021,101
40.4204126,-80.092303,105
40.4103101,-80.0720098,110
40.4207168,-80.0489589,115
40.4210864,-80.0421059,120
40.4229323,-80.0302961,125
40.4286208,-80.0297677,130
40.4306666,-80.0271096,135
40.4161212,-80.0144067,804
40.4442118,-80.0278714,856
40.373823,-80.103885,565
40.4421623,-80.0087231,838
40.4477757,-80.0075027,140
40.4498373,-79.9996599,150
40.4505435,-79.997836,155
40.4525927,-79.996857,160
40.4564174,-79.9981096,165
40.4461979,-79.9903392,170
40.4426196,-79.9908944,175
40.460844,-79.9991932,180
40.4739382,-80.0055608,185
40.4937717,-80.0112336,195
40.4952933,-80.0133338,200
40.5002027,-80.0238052,205
40.4376508,-80.0139427,839
40.5070818,-80.034931,220
40.5077405,-80.0446513,225
40.5139643,-80.0520542,230
40.5190986,-80.0544279,235
40.5200039,-80.0630941,240
40.5244161,-80.0701886,245
40.53863,-80.07966,250
40.55054,-80.08663,255
40.56572,-80.09003,260
40.57537,-80.09318,265
40.58646,-80.09953,270
40.4393432,-80.0076904,300
40.4351725,-79.9991637,315
40.4338842,-79.9939495,320
40.4360871,-79.9739053,330
40.431912,-79.9590915,335
40.4271671,-79.9526408,340
40.4293885,-79.9413514,345
40.429117,-79.9312314,350
40.425305,-79.9088698,370
40.4261605,-79.893718,375
40.4303257,-79.882147,380
40.4293293,-79.8764258,385
40.4321509,-79.8711848,390
40.4388798,-79.862312,395
40.4441832,-79.854046,400
40.444224,-79.841018,405
40.363998,-80.11875,550
40.388484,-80.098403,575
40.4283,-80.10589,600
40.4332,-80.11014,605
40.450714,-80.110975,610
40.465134,-80.111776,612
40.48014,-80.12147,615
40.48781,-80.12423,620
40.49315,-80.12686,625
40.49338,-80.12514,630
40.50026,-80.12092,635
40.50179,-80.12878,640
40.50497,-80.13796,645
40.52209,-80.13115,655
40.52813,-80.12921,660
40.53581,-80.1242,665
40.54681,-80.12223,670
40.55231,-80.11716,675
40.56302,-80.11395,680
40.56873,-80.11609,685
40.57877,-80.11708,690
40.58293,-80.10508,695
40.58901,-80.09914,700
40.59695,-80.09343,705
40.61091,-80.09528,710
40.399028,-80.105154,585
40.414122,-80.104731,595
40.4141842,-80.0093373,806
40.430146,-79.998737,319
40.437721,-80.004201,305
40.452593,-79.996857,159
40.454374,-79.99536,161
40.4347274,-79.9872735,325
40.4487657,-80.0068616,145
40.4829601,-80.0074008,190
40.5040268,-80.0285232,210
40.5071226,-80.0312215,215
40.4376508,-80.0139427,831
40.4380795,-80.0128108,832
40.4383572,-80.0122529,833
40.4386716,-80.0116521,834
40.4389859,-80.0110673,835
40.4392962,-80.0104826,836
40.4397127,-80.009863,837
40.369319,-80.118793,555
40.372291,-80.110533,560
40.381718,-80.096462,570
40.393255,-80.100679,580
40.407167,-80.107378,590
